,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total
3842,11,65 y más,Españoles,Mujeres,2005,85.120
3843,11,65 y más,Españoles,Mujeres,2004,83.825
3844,11,65 y más,Españoles,Mujeres,2003,82.775
3845,11,65 y más,Españoles,Mujeres,2002,81.217
3846,11,65 y más,Españoles,Mujeres,2001,79.691
3847,11,65 y más,Españoles,Mujeres,2000,77.571
3848,11,65 y más,Españoles,Mujeres,1999,75.759
3849,11,65 y más,Españoles,Mujeres,1998,72.963
3850,11,65 y más,Extranjeros,Hombres,2022,2.554
3851,11,65 y más,Extranjeros,Hombres,2021,2.326
3852,11,65 y más,Extranjeros,Hombres,2020,2.161
3853,11,65 y más,Extranjeros,Hombres,2019,1.976
3854,11,65 y más,Extranjeros,Hombres,2018,1.824
3855,11,65 y más,Extranjeros,Hombres,2017,1.680
3856,11,65 y más,Extranjeros,Hombres,2016,1.668
3857,11,65 y más,Extranjeros,Hombres,2015,1.658
3858,11,65 y más,Extranjeros,Hombres,2014,1.682
3859,11,65 y más,Extranjeros,Hombres,2013,1.860
3860,11,65 y más,Extranjeros,Hombres,2012,2.002
3861,11,65 y más,Extranjeros,Hombres,2011,1.806
3862,11,65 y más,Extranjeros,Hombres,2010,1.630
3863,11,65 y más,Extranjeros,Hombres,2009,1.481
3864,11,65 y más,Extranjeros,Hombres,2008,1.360
3865,11,65 y más,Extranjeros,Hombres,2007,1.125
3866,11,65 y más,Extranjeros,Hombres,2006,1.004
3867,11,65 y más,Extranjeros,Hombres,2005,898
3868,11,65 y más,Extranjeros,Hombres,2004,727
3869,11,65 y más,Extranjeros,Hombres,2003,755
3870,11,65 y más,Extranjeros,Hombres,2002,622
3871,11,65 y más,Extranjeros,Hombres,2001,531
3872,11,65 y más,Extranjeros,Hombres,2000,502
3873,11,65 y más,Extranjeros,Hombres,1999,449
3874,11,65 y más,Extranjeros,Hombres,1998,379
3875,11,65 y más,Extranjeros,Mujeres,2022,2.395
3876,11,65 y más,Extranjeros,Mujeres,2021,2.147
3877,11,65 y más,Extranjeros,Mujeres,2020,2.033
3878,11,65 y más,Extranjeros,Mujeres,2019,1.854
3879,11,65 y más,Extranjeros,Mujeres,2018,1.652
3880,11,65 y más,Extranjeros,Mujeres,2017,1.477
3881,11,65 y más,Extranjeros,Mujeres,2016,1.415
3882,11,65 y más,Extranjeros,Mujeres,2015,1.422
3883,11,65 y más,Extranjeros,Mujeres,2014,1.433
3884,11,65 y más,Extranjeros,Mujeres,2013,1.565
3885,11,65 y más,Extranjeros,Mujeres,2012,1.760
3886,11,65 y más,Extranjeros,Mujeres,2011,1.577
3887,11,65 y más,Extranjeros,Mujeres,2010,1.425
3888,11,65 y más,Extranjeros,Mujeres,2009,1.291
3889,11,65 y más,Extranjeros,Mujeres,2008,1.156
3890,11,65 y más,Extranjeros,Mujeres,2007,950
3891,11,65 y más,Extranjeros,Mujeres,2006,862
3892,11,65 y más,Extranjeros,Mujeres,2005,773
3893,11,65 y más,Extranjeros,Mujeres,2004,660
3894,11,65 y más,Extranjeros,Mujeres,2003,688
3895,11,65 y más,Extranjeros,Mujeres,2002,563
3896,11,65 y más,Extranjeros,Mujeres,2001,484
3897,11,65 y más,Extranjeros,Mujeres,2000,481
3898,11,65 y más,Extranjeros,Mujeres,1999,431
3899,11,65 y más,Extranjeros,Mujeres,1998,333
3900,39,0-15 años,Españoles,Hombres,2022,37.445
3901,39,0-15 años,Españoles,Hombres,2021,38.393
3902,39,0-15 años,Españoles,Hombres,2020,39.084
3903,39,0-15 años,Españoles,Hombres,2019,39.805
3904,39,0-15 años,Españoles,Hombres,2018,40.270
3905,39,0-15 años,Españoles,Hombres,2017,40.455
3906,39,0-15 años,Españoles,Hombres,2016,40.637
3907,39,0-15 años,Españoles,Hombres,2015,40.734
3908,39,0-15 años,Españoles,Hombres,2014,40.545
3909,39,0-15 años,Españoles,Hombres,2013,40.252
3910,39,0-15 años,Españoles,Hombres,2012,40.109
3911,39,0-15 años,Españoles,Hombres,2011,39.430
3912,39,0-15 años,Españoles,Hombres,2010,38.937
3913,39,0-15 años,Españoles,Hombres,2009,38.246
3914,39,0-15 años,Españoles,Hombres,2008,37.458
3915,39,0-15 años,Españoles,Hombres,2007,36.836
3916,39,0-15 años,Españoles,Hombres,2006,36.621
3917,39,0-15 años,Españoles,Hombres,2005,36.283
3918,39,0-15 años,Españoles,Hombres,2004,36.023
3919,39,0-15 años,Españoles,Hombres,2003,35.808
3920,39,0-15 años,Españoles,Hombres,2002,35.615
3921,39,0-15 años,Españoles,Hombres,2001,36.244
3922,39,0-15 años,Españoles,Hombres,2000,36.431
3923,39,0-15 años,Españoles,Hombres,1999,37.704
3924,39,0-15 años,Españoles,Hombres,1998,38.952
3925,39,0-15 años,Españoles,Mujeres,2022,35.536
3926,39,0-15 años,Españoles,Mujeres,2021,36.456
3927,39,0-15 años,Españoles,Mujeres,2020,37.283
3928,39,0-15 años,Españoles,Mujeres,2019,38.023
3929,39,0-15 años,Españoles,Mujeres,2018,38.516
3930,39,0-15 años,Españoles,Mujeres,2017,38.744
3931,39,0-15 años,Españoles,Mujeres,2016,38.991
3932,39,0-15 años,Españoles,Mujeres,2015,38.952
3933,39,0-15 años,Españoles,Mujeres,2014,38.774
3934,39,0-15 años,Españoles,Mujeres,2013,38.417
3935,39,0-15 años,Españoles,Mujeres,2012,37.881
3936,39,0-15 años,Españoles,Mujeres,2011,37.280
3937,39,0-15 años,Españoles,Mujeres,2010,36.629
3938,39,0-15 años,Españoles,Mujeres,2009,35.997
3939,39,0-15 años,Españoles,Mujeres,2008,34.897
3940,39,0-15 años,Españoles,Mujeres,2007,34.330
3941,39,0-15 años,Españoles,Mujeres,2006,34.150
3942,39,0-15 años,Españoles,Mujeres,2005,33.823
3943,39,0-15 años,Españoles,Mujeres,2004,33.687
3944,39,0-15 años,Españoles,Mujeres,2003,33.663
3945,39,0-15 años,Españoles,Mujeres,2002,33.527
3946,39,0-15 años,Españoles,Mujeres,2001,34.009
3947,39,0-15 años,Españoles,Mujeres,2000,34.129
3948,39,0-15 años,Españoles,Mujeres,1999,35.326
3949,39,0-15 años,Españoles,Mujeres,1998,36.722
3950,39,0-15 años,Extranjeros,Hombres,2022,2.706
3951,39,0-15 años,Extranjeros,Hombres,2021,2.579
3952,39,0-15 años,Extranjeros,Hombres,2020,2.615
3953,39,0-15 años,Extranjeros,Hombres,2019,2.418
3954,39,0-15 años,Extranjeros,Hombres,2018,2.293
3955,39,0-15 años,Extranjeros,Hombres,2017,2.226
3956,39,0-15 años,Extranjeros,Hombres,2016,2.265
3957,39,0-15 años,Extranjeros,Hombres,2015,2.435
3958,39,0-15 años,Extranjeros,Hombres,2014,2.683
3959,39,0-15 años,Extranjeros,Hombres,2013,2.993
3960,39,0-15 años,Extranjeros,Hombres,2012,3.175
3961,39,0-15 años,Extranjeros,Hombres,2011,3.213
3962,39,0-15 años,Extranjeros,Hombres,2010,3.184
3963,39,0-15 años,Extranjeros,Hombres,2009,3.099
3964,39,0-15 años,Extranjeros,Hombres,2008,2.590
3965,39,0-15 años,Extranjeros,Hombres,2007,2.032
3966,39,0-15 años,Extranjeros,Hombres,2006,1.694
3967,39,0-15 años,Extranjeros,Hombres,2005,1.425
3968,39,0-15 años,Extranjeros,Hombres,2004,1.137
3969,39,0-15 años,Extranjeros,Hombres,2003,902
3970,39,0-15 años,Extranjeros,Hombres,2002,583
3971,39,0-15 años,Extranjeros,Hombres,2001,359
3972,39,0-15 años,Extranjeros,Hombres,2000,245
3973,39,0-15 años,Extranjeros,Hombres,1999,193
3974,39,0-15 años,Extranjeros,Hombres,1998,174
3975,39,0-15 años,Extranjeros,Mujeres,2022,2.578
3976,39,0-15 años,Extranjeros,Mujeres,2021,2.538
3977,39,0-15 años,Extranjeros,Mujeres,2020,2.539
3978,39,0-15 años,Extranjeros,Mujeres,2019,2.304
3979,39,0-15 años,Extranjeros,Mujeres,2018,2.141
3980,39,0-15 años,Extranjeros,Mujeres,2017,2.054
3981,39,0-15 años,Extranjeros,Mujeres,2016,2.165
3982,39,0-15 años,Extranjeros,Mujeres,2015,2.273
3983,39,0-15 años,Extranjeros,Mujeres,2014,2.554
3984,39,0-15 años,Extranjeros,Mujeres,2013,2.814
3985,39,0-15 años,Extranjeros,Mujeres,2012,2.905
3986,39,0-15 años,Extranjeros,Mujeres,2011,2.919
3987,39,0-15 años,Extranjeros,Mujeres,2010,2.900
3988,39,0-15 años,Extranjeros,Mujeres,2009,2.838
3989,39,0-15 años,Extranjeros,Mujeres,2008,2.436
3990,39,0-15 años,Extranjeros,Mujeres,2007,1.951
3991,39,0-15 años,Extranjeros,Mujeres,2006,1.653
3992,39,0-15 años,Extranjeros,Mujeres,2005,1.370
3993,39,0-15 años,Extranjeros,Mujeres,2004,1.118
3994,39,0-15 años,Extranjeros,Mujeres,2003,886
3995,39,0-15 años,Extranjeros,Mujeres,2002,637
3996,39,0-15 años,Extranjeros,Mujeres,2001,366
3997,39,0-15 años,Extranjeros,Mujeres,2000,247
3998,39,0-15 años,Extranjeros,Mujeres,1999,202
3999,39,0-15 años,Extranjeros,Mujeres,1998,184
4000,39,16-64 años,Españoles,Hombres,2022,171.218
4001,39,16-64 años,Españoles,Hombres,2021,171.958
4002,39,16-64 años,Españoles,Hombres,2020,171.882
4003,39,16-64 años,Españoles,Hombres,2019,172.824
4004,39,16-64 años,Españoles,Hombres,2018,174.110
4005,39,16-64 años,Españoles,Hombres,2017,175.838
4006,39,16-64 años,Españoles,Hombres,2016,177.122
4007,39,16-64 años,Españoles,Hombres,2015,178.964
4008,39,16-64 años,Españoles,Hombres,2014,180.458
4009,39,16-64 años,Españoles,Hombres,2013,181.834
4010,39,16-64 años,Españoles,Hombres,2012,183.644
4011,39,16-64 años,Españoles,Hombres,2011,184.994
4012,39,16-64 años,Españoles,Hombres,2010,185.833
4013,39,16-64 años,Españoles,Hombres,2009,186.321
4014,39,16-64 años,Españoles,Hombres,2008,186.855
4015,39,16-64 años,Españoles,Hombres,2007,186.396
4016,39,16-64 años,Españoles,Hombres,2006,185.676
4017,39,16-64 años,Españoles,Hombres,2005,185.066
4018,39,16-64 años,Españoles,Hombres,2004,183.414
4019,39,16-64 años,Españoles,Hombres,2003,182.356
4020,39,16-64 años,Españoles,Hombres,2002,180.828
4021,39,16-64 años,Españoles,Hombres,2001,179.960
4022,39,16-64 años,Españoles,Hombres,2000,178.574
4023,39,16-64 años,Españoles,Hombres,1999,177.211
4024,39,16-64 años,Españoles,Hombres,1998,176.591
4025,39,16-64 años,Españoles,Mujeres,2022,170.938
4026,39,16-64 años,Españoles,Mujeres,2021,171.348
4027,39,16-64 años,Españoles,Mujeres,2020,171.035
4028,39,16-64 años,Españoles,Mujeres,2019,172.213
4029,39,16-64 años,Españoles,Mujeres,2018,173.421
4030,39,16-64 años,Españoles,Mujeres,2017,174.794
4031,39,16-64 años,Españoles,Mujeres,2016,175.803
4032,39,16-64 años,Españoles,Mujeres,2015,177.304
4033,39,16-64 años,Españoles,Mujeres,2014,178.540
4034,39,16-64 años,Españoles,Mujeres,2013,179.540
4035,39,16-64 años,Españoles,Mujeres,2012,181.166
4036,39,16-64 años,Españoles,Mujeres,2011,182.245
4037,39,16-64 años,Españoles,Mujeres,2010,182.978
4038,39,16-64 años,Españoles,Mujeres,2009,183.248
4039,39,16-64 años,Españoles,Mujeres,2008,183.138
4040,39,16-64 años,Españoles,Mujeres,2007,182.713
4041,39,16-64 años,Españoles,Mujeres,2006,182.247
4042,39,16-64 años,Españoles,Mujeres,2005,181.879
4043,39,16-64 años,Españoles,Mujeres,2004,180.396
4044,39,16-64 años,Españoles,Mujeres,2003,179.386
4045,39,16-64 años,Españoles,Mujeres,2002,178.263
4046,39,16-64 años,Españoles,Mujeres,2001,177.833
4047,39,16-64 años,Españoles,Mujeres,2000,176.848
4048,39,16-64 años,Españoles,Mujeres,1999,175.610
4049,39,16-64 años,Españoles,Mujeres,1998,175.445
4050,39,16-64 años,Extranjeros,Hombres,2022,14.291
4051,39,16-64 años,Extranjeros,Hombres,2021,13.909
4052,39,16-64 años,Extranjeros,Hombres,2020,13.819
4053,39,16-64 años,Extranjeros,Hombres,2019,12.722
4054,39,16-64 años,Extranjeros,Hombres,2018,11.890
4055,39,16-64 años,Extranjeros,Hombres,2017,11.470
4056,39,16-64 años,Extranjeros,Hombres,2016,12.063
4057,39,16-64 años,Extranjeros,Hombres,2015,12.715
4058,39,16-64 años,Extranjeros,Hombres,2014,14.134
4059,39,16-64 años,Extranjeros,Hombres,2013,15.746
4060,39,16-64 años,Extranjeros,Hombres,2012,16.107
4061,39,16-64 años,Extranjeros,Hombres,2011,16.106
4062,39,16-64 años,Extranjeros,Hombres,2010,16.456
4063,39,16-64 años,Extranjeros,Hombres,2009,16.160
4064,39,16-64 años,Extranjeros,Hombres,2008,14.044
4065,39,16-64 años,Extranjeros,Hombres,2007,10.930
4066,39,16-64 años,Extranjeros,Hombres,2006,9.872
4067,39,16-64 años,Extranjeros,Hombres,2005,8.421
4068,39,16-64 años,Extranjeros,Hombres,2004,6.570
4069,39,16-64 años,Extranjeros,Hombres,2003,5.519
4070,39,16-64 años,Extranjeros,Hombres,2002,4.183
4071,39,16-64 años,Extranjeros,Hombres,2001,2.684
4072,39,16-64 años,Extranjeros,Hombres,2000,1.610
4073,39,16-64 años,Extranjeros,Hombres,1999,1.308
4074,39,16-64 años,Extranjeros,Hombres,1998,1.207
4075,39,16-64 años,Extranjeros,Mujeres,2022,15.625
4076,39,16-64 años,Extranjeros,Mujeres,2021,15.310
4077,39,16-64 años,Extranjeros,Mujeres,2020,15.223
4078,39,16-64 años,Extranjeros,Mujeres,2019,13.869
4079,39,16-64 años,Extranjeros,Mujeres,2018,13.002
4080,39,16-64 años,Extranjeros,Mujeres,2017,12.501
4081,39,16-64 años,Extranjeros,Mujeres,2016,12.805
4082,39,16-64 años,Extranjeros,Mujeres,2015,13.188
4083,39,16-64 años,Extranjeros,Mujeres,2014,14.355
4084,39,16-64 años,Extranjeros,Mujeres,2013,15.939
4085,39,16-64 años,Extranjeros,Mujeres,2012,16.097
4086,39,16-64 años,Extranjeros,Mujeres,2011,15.809
4087,39,16-64 años,Extranjeros,Mujeres,2010,15.768
4088,39,16-64 años,Extranjeros,Mujeres,2009,15.157
4089,39,16-64 años,Extranjeros,Mujeres,2008,13.425
4090,39,16-64 años,Extranjeros,Mujeres,2007,11.253
4091,39,16-64 años,Extranjeros,Mujeres,2006,10.042
4092,39,16-64 años,Extranjeros,Mujeres,2005,8.830
4093,39,16-64 años,Extranjeros,Mujeres,2004,7.106
4094,39,16-64 años,Extranjeros,Mujeres,2003,5.957
4095,39,16-64 años,Extranjeros,Mujeres,2002,4.576
4096,39,16-64 años,Extranjeros,Mujeres,2001,3.112
4097,39,16-64 años,Extranjeros,Mujeres,2000,1.893
4098,39,16-64 años,Extranjeros,Mujeres,1999,1.507
4099,39,16-64 años,Extranjeros,Mujeres,1998,1.345
4100,39,65 y más,Españoles,Hombres,2022,57.244
4101,39,65 y más,Españoles,Hombres,2021,55.806
4102,39,65 y más,Españoles,Hombres,2020,54.491
4103,39,65 y más,Españoles,Hombres,2019,53.461
4104,39,65 y más,Españoles,Hombres,2018,52.478
4105,39,65 y más,Españoles,Hombres,2017,51.339
4106,39,65 y más,Españoles,Hombres,2016,50.425
4107,39,65 y más,Españoles,Hombres,2015,49.468
4108,39,65 y más,Españoles,Hombres,2014,48.505
4109,39,65 y más,Españoles,Hombres,2013,47.358
4110,39,65 y más,Españoles,Hombres,2012,46.500
4111,39,65 y más,Españoles,Hombres,2011,45.702
4112,39,65 y más,Españoles,Hombres,2010,45.110
4113,39,65 y más,Españoles,Hombres,2009,44.526
4114,39,65 y más,Españoles,Hombres,2008,44.183
4115,39,65 y más,Españoles,Hombres,2007,43.803
4116,39,65 y más,Españoles,Hombres,2006,43.746
4117,39,65 y más,Españoles,Hombres,2005,43.370
4118,39,65 y más,Españoles,Hombres,2004,43.570
4119,39,65 y más,Españoles,Hombres,2003,43.540
4120,39,65 y más,Españoles,Hombres,2002,43.125
4121,39,65 y más,Españoles,Hombres,2001,42.587
4122,39,65 y más,Españoles,Hombres,2000,41.703
4123,39,65 y más,Españoles,Hombres,1999,40.972
4124,39,65 y más,Españoles,Hombres,1998,39.743
4125,39,65 y más,Españoles,Mujeres,2022,75.818
4126,39,65 y más,Españoles,Mujeres,2021,74.379
4127,39,65 y más,Españoles,Mujeres,2020,73.234
4128,39,65 y más,Españoles,Mujeres,2019,71.969
4129,39,65 y más,Españoles,Mujeres,2018,70.776
4130,39,65 y más,Españoles,Mujeres,2017,69.668
4131,39,65 y más,Españoles,Mujeres,2016,68.777
4132,39,65 y más,Españoles,Mujeres,2015,68.049
4133,39,65 y más,Españoles,Mujeres,2014,67.072
4134,39,65 y más,Españoles,Mujeres,2013,65.957
4135,39,65 y más,Españoles,Mujeres,2012,65.248
4136,39,65 y más,Españoles,Mujeres,2011,64.476
4137,39,65 y más,Españoles,Mujeres,2010,63.562
4138,39,65 y más,Españoles,Mujeres,2009,62.801
4139,39,65 y más,Españoles,Mujeres,2008,62.365
4140,39,65 y más,Españoles,Mujeres,2007,61.951
4141,39,65 y más,Españoles,Mujeres,2006,61.817
4142,39,65 y más,Españoles,Mujeres,2005,61.341
4143,39,65 y más,Españoles,Mujeres,2004,61.330
4144,39,65 y más,Españoles,Mujeres,2003,61.260
4145,39,65 y más,Españoles,Mujeres,2002,60.583
4146,39,65 y más,Españoles,Mujeres,2001,60.140
4147,39,65 y más,Españoles,Mujeres,2000,59.201
4148,39,65 y más,Españoles,Mujeres,1999,58.192
4149,39,65 y más,Españoles,Mujeres,1998,56.538
4150,39,65 y más,Extranjeros,Hombres,2022,814
4151,39,65 y más,Extranjeros,Hombres,2021,733
4152,39,65 y más,Extranjeros,Hombres,2020,668
4153,39,65 y más,Extranjeros,Hombres,2019,571
4154,39,65 y más,Extranjeros,Hombres,2018,523
4155,39,65 y más,Extranjeros,Hombres,2017,480
4156,39,65 y más,Extranjeros,Hombres,2016,476
4157,39,65 y más,Extranjeros,Hombres,2015,472
4158,39,65 y más,Extranjeros,Hombres,2014,457
4159,39,65 y más,Extranjeros,Hombres,2013,460
4160,39,65 y más,Extranjeros,Hombres,2012,464
4161,39,65 y más,Extranjeros,Hombres,2011,427
4162,39,65 y más,Extranjeros,Hombres,2010,411
4163,39,65 y más,Extranjeros,Hombres,2009,383
4164,39,65 y más,Extranjeros,Hombres,2008,339
4165,39,65 y más,Extranjeros,Hombres,2007,286
4166,39,65 y más,Extranjeros,Hombres,2006,260
4167,39,65 y más,Extranjeros,Hombres,2005,232
4168,39,65 y más,Extranjeros,Hombres,2004,193
4169,39,65 y más,Extranjeros,Hombres,2003,184
4170,39,65 y más,Extranjeros,Hombres,2002,158
4171,39,65 y más,Extranjeros,Hombres,2001,133
4172,39,65 y más,Extranjeros,Hombres,2000,119
4173,39,65 y más,Extranjeros,Hombres,1999,107
4174,39,65 y más,Extranjeros,Hombres,1998,100
4175,39,65 y más,Extranjeros,Mujeres,2022,1.189
4176,39,65 y más,Extranjeros,Mujeres,2021,1.098
4177,39,65 y más,Extranjeros,Mujeres,2020,1.032
4178,39,65 y más,Extranjeros,Mujeres,2019,899
4179,39,65 y más,Extranjeros,Mujeres,2018,809
4180,39,65 y más,Extranjeros,Mujeres,2017,726
4181,39,65 y más,Extranjeros,Mujeres,2016,677
4182,39,65 y más,Extranjeros,Mujeres,2015,625
4183,39,65 y más,Extranjeros,Mujeres,2014,579
4184,39,65 y más,Extranjeros,Mujeres,2013,578
4185,39,65 y más,Extranjeros,Mujeres,2012,565
4186,39,65 y más,Extranjeros,Mujeres,2011,520
4187,39,65 y más,Extranjeros,Mujeres,2010,482
4188,39,65 y más,Extranjeros,Mujeres,2009,459
4189,39,65 y más,Extranjeros,Mujeres,2008,408
4190,39,65 y más,Extranjeros,Mujeres,2007,343
4191,39,65 y más,Extranjeros,Mujeres,2006,313
4192,39,65 y más,Extranjeros,Mujeres,2005,269
4193,39,65 y más,Extranjeros,Mujeres,2004,240
4194,39,65 y más,Extranjeros,Mujeres,2003,229
4195,39,65 y más,Extranjeros,Mujeres,2002,197
4196,39,65 y más,Extranjeros,Mujeres,2001,179
4197,39,65 y más,Extranjeros,Mujeres,2000,159
4198,39,65 y más,Extranjeros,Mujeres,1999,146
4199,39,65 y más,Extranjeros,Mujeres,1998,137
4200,12,0-15 años,Españoles,Hombres,2022,38.490
4201,12,0-15 años,Españoles,Hombres,2021,38.979
4202,12,0-15 años,Españoles,Hombres,2020,39.596
4203,12,0-15 años,Españoles,Hombres,2019,40.054
4204,12,0-15 años,Españoles,Hombres,2018,40.474
4205,12,0-15 años,Españoles,Hombres,2017,40.671
4206,12,0-15 años,Españoles,Hombres,2016,40.481
4207,12,0-15 años,Españoles,Hombres,2015,40.421
4208,12,0-15 años,Españoles,Hombres,2014,40.208
4209,12,0-15 años,Españoles,Hombres,2013,40.063
4210,12,0-15 años,Españoles,Hombres,2012,39.792
4211,12,0-15 años,Españoles,Hombres,2011,39.629
4212,12,0-15 años,Españoles,Hombres,2010,39.314
4213,12,0-15 años,Españoles,Hombres,2009,39.118
4214,12,0-15 años,Españoles,Hombres,2008,38.590
4215,12,0-15 años,Españoles,Hombres,2007,38.211
4216,12,0-15 años,Españoles,Hombres,2006,37.755
4217,12,0-15 años,Españoles,Hombres,2005,36.903
4218,12,0-15 años,Españoles,Hombres,2004,36.682
4219,12,0-15 años,Españoles,Hombres,2003,36.960
4220,12,0-15 años,Españoles,Hombres,2002,36.639
4221,12,0-15 años,Españoles,Hombres,2001,36.712
4222,12,0-15 años,Españoles,Hombres,2000,37.116
4223,12,0-15 años,Españoles,Hombres,1999,37.423
4224,12,0-15 años,Españoles,Hombres,1998,37.915
4225,12,0-15 años,Españoles,Mujeres,2022,36.276
4226,12,0-15 años,Españoles,Mujeres,2021,36.743
4227,12,0-15 años,Españoles,Mujeres,2020,37.281
4228,12,0-15 años,Españoles,Mujeres,2019,37.751
4229,12,0-15 años,Españoles,Mujeres,2018,38.224
4230,12,0-15 años,Españoles,Mujeres,2017,38.617
4231,12,0-15 años,Españoles,Mujeres,2016,38.545
4232,12,0-15 años,Españoles,Mujeres,2015,38.492
4233,12,0-15 años,Españoles,Mujeres,2014,38.251
4234,12,0-15 años,Españoles,Mujeres,2013,38.050
4235,12,0-15 años,Españoles,Mujeres,2012,37.836
4236,12,0-15 años,Españoles,Mujeres,2011,37.816
4237,12,0-15 años,Españoles,Mujeres,2010,37.543
4238,12,0-15 años,Españoles,Mujeres,2009,37.248
4239,12,0-15 años,Españoles,Mujeres,2008,36.793
4240,12,0-15 años,Españoles,Mujeres,2007,36.438
4241,12,0-15 años,Españoles,Mujeres,2006,36.070
4242,12,0-15 años,Españoles,Mujeres,2005,35.355
4243,12,0-15 años,Españoles,Mujeres,2004,35.239
4244,12,0-15 años,Españoles,Mujeres,2003,35.485
4245,12,0-15 años,Españoles,Mujeres,2002,35.052
4246,12,0-15 años,Españoles,Mujeres,2001,34.993
4247,12,0-15 años,Españoles,Mujeres,2000,35.173
4248,12,0-15 años,Españoles,Mujeres,1999,35.478
4249,12,0-15 años,Españoles,Mujeres,1998,35.993
4250,12,0-15 años,Extranjeros,Hombres,2022,8.170
4251,12,0-15 años,Extranjeros,Hombres,2021,8.049
4252,12,0-15 años,Extranjeros,Hombres,2020,8.213
4253,12,0-15 años,Extranjeros,Hombres,2019,7.958
4254,12,0-15 años,Extranjeros,Hombres,2018,7.772
4255,12,0-15 años,Extranjeros,Hombres,2017,7.639
4256,12,0-15 años,Extranjeros,Hombres,2016,8.143
4257,12,0-15 años,Extranjeros,Hombres,2015,8.466
4258,12,0-15 años,Extranjeros,Hombres,2014,9.082
4259,12,0-15 años,Extranjeros,Hombres,2013,10.257
4260,12,0-15 años,Extranjeros,Hombres,2012,10.454
4261,12,0-15 años,Extranjeros,Hombres,2011,10.452
4262,12,0-15 años,Extranjeros,Hombres,2010,10.367
4263,12,0-15 años,Extranjeros,Hombres,2009,10.010
4264,12,0-15 años,Extranjeros,Hombres,2008,9.300
4265,12,0-15 años,Extranjeros,Hombres,2007,7.563
4266,12,0-15 años,Extranjeros,Hombres,2006,6.310
4267,12,0-15 años,Extranjeros,Hombres,2005,5.193
4268,12,0-15 años,Extranjeros,Hombres,2004,4.070
4269,12,0-15 años,Extranjeros,Hombres,2003,3.080
4270,12,0-15 años,Extranjeros,Hombres,2002,1.983
4271,12,0-15 años,Extranjeros,Hombres,2001,1.143
4272,12,0-15 años,Extranjeros,Hombres,2000,727
4273,12,0-15 años,Extranjeros,Hombres,1999,536
4274,12,0-15 años,Extranjeros,Hombres,1998,457
4275,12,0-15 años,Extranjeros,Mujeres,2022,7.378
4276,12,0-15 años,Extranjeros,Mujeres,2021,7.261
4277,12,0-15 años,Extranjeros,Mujeres,2020,7.416
4278,12,0-15 años,Extranjeros,Mujeres,2019,7.190
4279,12,0-15 años,Extranjeros,Mujeres,2018,7.048
4280,12,0-15 años,Extranjeros,Mujeres,2017,7.060
4281,12,0-15 años,Extranjeros,Mujeres,2016,7.532
4282,12,0-15 años,Extranjeros,Mujeres,2015,7.866
4283,12,0-15 años,Extranjeros,Mujeres,2014,8.489
4284,12,0-15 años,Extranjeros,Mujeres,2013,9.595
4285,12,0-15 años,Extranjeros,Mujeres,2012,9.903
4286,12,0-15 años,Extranjeros,Mujeres,2011,9.976
4287,12,0-15 años,Extranjeros,Mujeres,2010,9.846
4288,12,0-15 años,Extranjeros,Mujeres,2009,9.552
4289,12,0-15 años,Extranjeros,Mujeres,2008,8.892
4290,12,0-15 años,Extranjeros,Mujeres,2007,7.236
4291,12,0-15 años,Extranjeros,Mujeres,2006,6.072
4292,12,0-15 años,Extranjeros,Mujeres,2005,5.049
4293,12,0-15 años,Extranjeros,Mujeres,2004,4.043
4294,12,0-15 años,Extranjeros,Mujeres,2003,3.080
4295,12,0-15 años,Extranjeros,Mujeres,2002,1.926
4296,12,0-15 años,Extranjeros,Mujeres,2001,1.138
4297,12,0-15 años,Extranjeros,Mujeres,2000,710
4298,12,0-15 años,Extranjeros,Mujeres,1999,504
4299,12,0-15 años,Extranjeros,Mujeres,1998,427
4300,12,16-64 años,Españoles,Hombres,2022,160.103
4301,12,16-64 años,Españoles,Hombres,2021,159.523
4302,12,16-64 años,Españoles,Hombres,2020,158.997
4303,12,16-64 años,Españoles,Hombres,2019,158.876
4304,12,16-64 años,Españoles,Hombres,2018,158.759
4305,12,16-64 años,Españoles,Hombres,2017,159.339
4306,12,16-64 años,Españoles,Hombres,2016,159.911
4307,12,16-64 años,Españoles,Hombres,2015,160.212
4308,12,16-64 años,Españoles,Hombres,2014,160.658
4309,12,16-64 años,Españoles,Hombres,2013,161.521
4310,12,16-64 años,Españoles,Hombres,2012,162.520
4311,12,16-64 años,Españoles,Hombres,2011,163.128
4312,12,16-64 años,Españoles,Hombres,2010,163.840
4313,12,16-64 años,Españoles,Hombres,2009,164.323
4314,12,16-64 años,Españoles,Hombres,2008,164.282
4315,12,16-64 años,Españoles,Hombres,2007,163.111
4316,12,16-64 años,Españoles,Hombres,2006,162.230
4317,12,16-64 años,Españoles,Hombres,2005,161.884
4318,12,16-64 años,Españoles,Hombres,2004,160.439
4319,12,16-64 años,Españoles,Hombres,2003,159.690
4320,12,16-64 años,Españoles,Hombres,2002,158.347
4321,12,16-64 años,Españoles,Hombres,2001,156.955
4322,12,16-64 años,Españoles,Hombres,2000,155.502
4323,12,16-64 años,Españoles,Hombres,1999,153.397
4324,12,16-64 años,Españoles,Hombres,1998,151.313
