,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total
13003,43,16-64 años,Españoles,Hombres,2019,212.518
13004,43,16-64 años,Españoles,Hombres,2018,212.646
13005,43,16-64 años,Españoles,Hombres,2017,213.167
13006,43,16-64 años,Españoles,Hombres,2016,213.640
13007,43,16-64 años,Españoles,Hombres,2015,213.971
13008,43,16-64 años,Españoles,Hombres,2014,214.799
13009,43,16-64 años,Españoles,Hombres,2013,215.540
13010,43,16-64 años,Españoles,Hombres,2012,216.837
13011,43,16-64 años,Españoles,Hombres,2011,217.735
13012,43,16-64 años,Españoles,Hombres,2010,217.814
13013,43,16-64 años,Españoles,Hombres,2009,218.213
13014,43,16-64 años,Españoles,Hombres,2008,218.353
13015,43,16-64 años,Españoles,Hombres,2007,216.417
13016,43,16-64 años,Españoles,Hombres,2006,213.458
13017,43,16-64 años,Españoles,Hombres,2005,211.007
13018,43,16-64 años,Españoles,Hombres,2004,206.811
13019,43,16-64 años,Españoles,Hombres,2003,203.712
13020,43,16-64 años,Españoles,Hombres,2002,201.565
13021,43,16-64 años,Españoles,Hombres,2001,199.009
13022,43,16-64 años,Españoles,Hombres,2000,196.984
13023,43,16-64 años,Españoles,Hombres,1999,194.180
13024,43,16-64 años,Españoles,Hombres,1998,191.979
13025,43,16-64 años,Españoles,Mujeres,2022,210.847
13026,43,16-64 años,Españoles,Mujeres,2021,209.209
13027,43,16-64 años,Españoles,Mujeres,2020,207.450
13028,43,16-64 años,Españoles,Mujeres,2019,206.995
13029,43,16-64 años,Españoles,Mujeres,2018,206.872
13030,43,16-64 años,Españoles,Mujeres,2017,207.396
13031,43,16-64 años,Españoles,Mujeres,2016,207.728
13032,43,16-64 años,Españoles,Mujeres,2015,208.254
13033,43,16-64 años,Españoles,Mujeres,2014,208.960
13034,43,16-64 años,Españoles,Mujeres,2013,209.445
13035,43,16-64 años,Españoles,Mujeres,2012,210.496
13036,43,16-64 años,Españoles,Mujeres,2011,210.998
13037,43,16-64 años,Españoles,Mujeres,2010,210.756
13038,43,16-64 años,Españoles,Mujeres,2009,211.054
13039,43,16-64 años,Españoles,Mujeres,2008,210.193
13040,43,16-64 años,Españoles,Mujeres,2007,208.204
13041,43,16-64 años,Españoles,Mujeres,2006,205.328
13042,43,16-64 años,Españoles,Mujeres,2005,203.269
13043,43,16-64 años,Españoles,Mujeres,2004,199.382
13044,43,16-64 años,Españoles,Mujeres,2003,196.665
13045,43,16-64 años,Españoles,Mujeres,2002,194.797
13046,43,16-64 años,Españoles,Mujeres,2001,192.676
13047,43,16-64 años,Españoles,Mujeres,2000,191.320
13048,43,16-64 años,Españoles,Mujeres,1999,188.865
13049,43,16-64 años,Españoles,Mujeres,1998,187.252
13050,43,16-64 años,Extranjeros,Hombres,2022,55.269
13051,43,16-64 años,Extranjeros,Hombres,2021,54.885
13052,43,16-64 años,Extranjeros,Hombres,2020,54.707
13053,43,16-64 años,Extranjeros,Hombres,2019,50.390
13054,43,16-64 años,Extranjeros,Hombres,2018,47.204
13055,43,16-64 años,Extranjeros,Hombres,2017,46.395
13056,43,16-64 años,Extranjeros,Hombres,2016,47.355
13057,43,16-64 años,Extranjeros,Hombres,2015,49.479
13058,43,16-64 años,Extranjeros,Hombres,2014,53.476
13059,43,16-64 años,Extranjeros,Hombres,2013,59.155
13060,43,16-64 años,Extranjeros,Hombres,2012,62.009
13061,43,16-64 años,Extranjeros,Hombres,2011,62.475
13062,43,16-64 años,Extranjeros,Hombres,2010,64.165
13063,43,16-64 años,Extranjeros,Hombres,2009,65.979
13064,43,16-64 años,Extranjeros,Hombres,2008,63.750
13065,43,16-64 años,Extranjeros,Hombres,2007,52.992
13066,43,16-64 años,Extranjeros,Hombres,2006,45.796
13067,43,16-64 años,Extranjeros,Hombres,2005,39.394
13068,43,16-64 años,Extranjeros,Hombres,2004,29.256
13069,43,16-64 años,Extranjeros,Hombres,2003,24.005
13070,43,16-64 años,Extranjeros,Hombres,2002,16.725
13071,43,16-64 años,Extranjeros,Hombres,2001,10.815
13072,43,16-64 años,Extranjeros,Hombres,2000,6.603
13073,43,16-64 años,Extranjeros,Hombres,1999,4.987
13074,43,16-64 años,Extranjeros,Hombres,1998,4.468
13075,43,16-64 años,Extranjeros,Mujeres,2022,50.975
13076,43,16-64 años,Extranjeros,Mujeres,2021,50.084
13077,43,16-64 años,Extranjeros,Mujeres,2020,49.851
13078,43,16-64 años,Extranjeros,Mujeres,2019,46.955
13079,43,16-64 años,Extranjeros,Mujeres,2018,44.586
13080,43,16-64 años,Extranjeros,Mujeres,2017,43.216
13081,43,16-64 años,Extranjeros,Mujeres,2016,43.413
13082,43,16-64 años,Extranjeros,Mujeres,2015,44.458
13083,43,16-64 años,Extranjeros,Mujeres,2014,46.779
13084,43,16-64 años,Extranjeros,Mujeres,2013,50.295
13085,43,16-64 años,Extranjeros,Mujeres,2012,51.644
13086,43,16-64 años,Extranjeros,Mujeres,2011,50.989
13087,43,16-64 años,Extranjeros,Mujeres,2010,51.589
13088,43,16-64 años,Extranjeros,Mujeres,2009,50.600
13089,43,16-64 años,Extranjeros,Mujeres,2008,46.926
13090,43,16-64 años,Extranjeros,Mujeres,2007,39.104
13091,43,16-64 años,Extranjeros,Mujeres,2006,32.833
13092,43,16-64 años,Extranjeros,Mujeres,2005,27.726
13093,43,16-64 años,Extranjeros,Mujeres,2004,20.837
13094,43,16-64 años,Extranjeros,Mujeres,2003,16.450
13095,43,16-64 años,Extranjeros,Mujeres,2002,11.154
13096,43,16-64 años,Extranjeros,Mujeres,2001,7.508
13097,43,16-64 años,Extranjeros,Mujeres,2000,5.099
13098,43,16-64 años,Extranjeros,Mujeres,1999,3.872
13099,43,16-64 años,Extranjeros,Mujeres,1998,3.361
13100,43,65 y más,Españoles,Hombres,2022,68.576
13101,43,65 y más,Españoles,Hombres,2021,67.304
13102,43,65 y más,Españoles,Hombres,2020,66.098
13103,43,65 y más,Españoles,Hombres,2019,64.911
13104,43,65 y más,Españoles,Hombres,2018,63.649
13105,43,65 y más,Españoles,Hombres,2017,62.309
13106,43,65 y más,Españoles,Hombres,2016,61.281
13107,43,65 y más,Españoles,Hombres,2015,60.458
13108,43,65 y más,Españoles,Hombres,2014,59.259
13109,43,65 y más,Españoles,Hombres,2013,57.792
13110,43,65 y más,Españoles,Hombres,2012,56.576
13111,43,65 y más,Españoles,Hombres,2011,55.471
13112,43,65 y más,Españoles,Hombres,2010,54.317
13113,43,65 y más,Españoles,Hombres,2009,53.159
13114,43,65 y más,Españoles,Hombres,2008,52.103
13115,43,65 y más,Españoles,Hombres,2007,51.427
13116,43,65 y más,Españoles,Hombres,2006,50.605
13117,43,65 y más,Españoles,Hombres,2005,49.114
13118,43,65 y más,Españoles,Hombres,2004,49.345
13119,43,65 y más,Españoles,Hombres,2003,49.034
13120,43,65 y más,Españoles,Hombres,2002,48.220
13121,43,65 y más,Españoles,Hombres,2001,47.234
13122,43,65 y más,Españoles,Hombres,2000,46.117
13123,43,65 y más,Españoles,Hombres,1999,45.332
13124,43,65 y más,Españoles,Hombres,1998,43.793
13125,43,65 y más,Españoles,Mujeres,2022,84.544
13126,43,65 y más,Españoles,Mujeres,2021,82.819
13127,43,65 y más,Españoles,Mujeres,2020,81.336
13128,43,65 y más,Españoles,Mujeres,2019,79.828
13129,43,65 y más,Españoles,Mujeres,2018,78.426
13130,43,65 y más,Españoles,Mujeres,2017,77.149
13131,43,65 y más,Españoles,Mujeres,2016,75.855
13132,43,65 y más,Españoles,Mujeres,2015,74.945
13133,43,65 y más,Españoles,Mujeres,2014,73.622
13134,43,65 y más,Españoles,Mujeres,2013,72.005
13135,43,65 y más,Españoles,Mujeres,2012,70.832
13136,43,65 y más,Españoles,Mujeres,2011,69.712
13137,43,65 y más,Españoles,Mujeres,2010,68.220
13138,43,65 y más,Españoles,Mujeres,2009,66.902
13139,43,65 y más,Españoles,Mujeres,2008,65.570
13140,43,65 y más,Españoles,Mujeres,2007,64.814
13141,43,65 y más,Españoles,Mujeres,2006,64.042
13142,43,65 y más,Españoles,Mujeres,2005,62.630
13143,43,65 y más,Españoles,Mujeres,2004,62.849
13144,43,65 y más,Españoles,Mujeres,2003,62.359
13145,43,65 y más,Españoles,Mujeres,2002,61.381
13146,43,65 y más,Españoles,Mujeres,2001,60.151
13147,43,65 y más,Españoles,Mujeres,2000,58.877
13148,43,65 y más,Españoles,Mujeres,1999,57.757
13149,43,65 y más,Españoles,Mujeres,1998,56.050
13150,43,65 y más,Extranjeros,Hombres,2022,4.317
13151,43,65 y más,Extranjeros,Hombres,2021,3.997
