,ID Energía,ID Comunidad,Año,Mes,Valor,Porcentaje
262,2,8,2019,11,410281.133,0.17633506361142418
263,2,8,2019,12,1326686.653,0.4893434602218769
264,3,8,2019,1,1277136.993,0.6912313642993572
265,3,8,2019,2,685497.884,0.5239035908795417
266,3,8,2019,3,1176169.894,0.648540806818516
267,3,8,2019,4,1071785.443,0.699652165532112
268,3,8,2019,5,1138472.047,0.7303564685381407
269,3,8,2019,6,763644.114,0.7075529225730001
270,3,8,2019,7,695703.645,0.5972625681165504
271,3,8,2019,8,614050.53,0.5663227571051888
272,3,8,2019,9,964221.211,0.6562641912648227
273,3,8,2019,10,877171.412,0.7362441421631575
274,3,8,2019,11,1863694.203,0.8009986553250732
275,3,8,2019,12,1329337.817,0.490321332247982
276,0,8,2019,1,46466.023,0.02514904246599903
277,0,8,2019,2,65757.36,0.05025619748048521
278,0,8,2019,3,89369.758,0.04927853982164206
279,0,8,2019,4,74027.051,0.04832421160258854
280,0,8,2019,5,102920.847,0.06602613261515967
281,0,8,2019,6,95087.708,0.08810332517820997
282,0,8,2019,7,95817.868,0.08225977587501736
283,0,8,2019,8,92227.992,0.08505946686784115
284,0,8,2019,9,79396.164,0.05403828370768877
285,0,8,2019,10,59072.731,0.04958204470112161
286,0,8,2019,11,30794.852,0.013235344619964265
287,0,8,2019,12,33319.141,0.012289641801771115
288,5,8,2019,1,26022.214,0.014084135518663056
289,5,8,2019,2,24335.148,0.018598556931191196
290,5,8,2019,3,22172.837,0.012226116032039366
291,5,8,2019,4,14455.465,0.009436401153867558
292,5,8,2019,5,21555.692,0.013828481013215295
293,5,8,2019,6,26052.804,0.024139173305304292
294,5,8,2019,7,23450.273,0.020132092703085098
295,5,8,2019,8,18781.99,0.01732213855547374
296,5,8,2019,9,26136.091,0.017788636494679655
297,5,8,2019,10,25233.693,0.021179621681963197
298,5,8,2019,11,21943.085,0.00943093644353831
299,5,8,2019,12,21812.787,0.008045565728370055
300,2,9,2019,1,254632.493,0.33825781076438327
301,2,9,2019,2,280915.127,0.516400448674331
302,2,9,2019,3,264679.209,0.45428542744478745
303,2,9,2019,4,270286.976,0.44355879207121246
304,2,9,2019,5,438949.715,0.5547087229270825
305,2,9,2019,6,392444.259,0.548484695224018
306,2,9,2019,7,276233.133,0.5127857613036476
307,2,9,2019,8,240480.068,0.5214718567618871
308,2,9,2019,9,205774.283,0.5045932651705295
309,2,9,2019,10,213406.628,0.46251492104762776
310,2,9,2019,11,225881.229,0.3520949458916032
311,2,9,2019,12,412861.014,0.5467158882346685
312,3,9,2019,1,445534.857,0.5918555152662414
313,3,9,2019,2,207713.901,0.38183615392237524
314,3,9,2019,3,250175.771,0.42939227260976237
315,3,9,2019,4,279090.639,0.45800618492702666
316,3,9,2019,5,279622.0,0.3533633972682193
317,3,9,2019,6,247086.79,0.3453313931827219
318,3,9,2019,7,187509.829,0.3480841323103763
319,3,9,2019,8,149956.649,0.3251752747667245
320,3,9,2019,9,138090.687,0.338621666551848
321,3,9,2019,10,195757.836,0.4242647986640531
322,3,9,2019,11,369782.23,0.576402274947452
323,3,9,2019,12,302556.81,0.4006496363461381
324,0,9,2019,1,21726.082,0.02886126922461335
325,0,9,2019,2,31230.84,0.05741100509861915
326,0,9,2019,3,40875.503,0.070157174122338
327,0,9,2019,4,35191.025,0.05775079795464447
328,0,9,2019,5,45676.235,0.05772188731223417
329,0,9,2019,6,46375.775,0.06481532659305034
330,0,9,2019,7,45638.895,0.0847218263191919
331,0,9,2019,8,43242.737,0.09377022612475291
332,0,9,2019,9,36455.069,0.08939398077614467
333,0,9,2019,10,28034.752,0.06075955198481382
334,0,9,2019,11,21830.874,0.03402912421641024
335,0,9,2019,12,14581.572,0.019309106012702307
336,4,9,2019,1,5874.725,0.00780407713850876
337,4,9,2019,2,1035.487,0.0019035142646356567
338,4,9,2019,3,1918.208,0.003292339978271625
339,4,9,2019,4,1477.3,0.0024243469412555123
340,4,9,2019,5,843.782,0.001066302630242873
341,4,9,2019,6,4624.362,0.0064630625216396155
342,4,9,2019,7,5060.603,0.009394257429685393
343,4,9,2019,8,4279.313,0.009279527049099477
344,4,9,2019,9,3149.447,0.007722975495492451
345,4,9,2019,10,355.775,0.0007710690505625709
346,4,9,2019,11,190.153,0.0002964031608227438
347,4,9,2019,12,47.08,6.234394419737629e-05
348,5,9,2019,1,13917.103,0.01848769863382059
349,5,9,2019,2,12452.348,0.02289089292884149
350,5,9,2019,3,13688.895,0.023495103902633374
351,5,9,2019,4,12866.424,0.021114652182560426
352,5,9,2019,5,13862.238,0.017517961796355817
353,5,9,2019,6,12126.052,0.016947512373956256
354,5,9,2019,7,12711.861,0.023597680878025402
355,5,9,2019,8,10855.451,0.023539631521385315
356,5,9,2019,9,12213.085,0.029948545309499225
357,5,9,2019,10,12831.909,0.0278105203837687
358,5,9,2019,11,14060.319,0.021916682848948373
359,5,9,2019,12,13826.638,0.018309412657377285
360,1,9,2019,1,11091.128,0.014733628972432647
361,1,9,2019,2,10639.2895,0.019557985111197305
362,1,9,2019,3,11289.9715,0.019377681942207136
363,1,9,2019,4,10447.6145,0.01714522592330044
364,1,9,2019,5,12361.7185,0.015621728065865334
365,1,9,2019,6,12849.0695,0.01795801010461393
366,1,9,2019,7,11536.793,0.02141634175907346
367,1,9,2019,8,12342.151,0.026763483776150555
368,1,9,2019,9,12119.707,0.029719566696486184
369,1,9,2019,10,11017.9505,0.02387913886917407
